,username1,username2,link1,link2,comparison_type,ssim,features2d,stage,link1_change,link2_change,ssim_exp,ssim_exp_scale,group
5172,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/pahigueraf/webapp_phase4/index.html,http://www.ironhacks.com/preview/pahigueraf/webapp_phase5/index.html,complete,69.6,100.0,4,pahigueraf,pahigueraf,30.400000000000006,0.304,2
5199,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sarguellesr/webapp_phase4/index.html,http://www.ironhacks.com/preview/sarguellesr/webapp_phase5/index.html,complete,100.0,100.0,4,sarguellesr,sarguellesr,0.0,0.0,2
5226,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/uxjudges1/webapp_phase4/index.html,http://www.ironhacks.com/preview/uxjudges1/webapp_phase5/index.html,complete,100.0,100.0,4,uxjudges1,uxjudges1,0.0,0.0,2
5253,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/uxjudges/webapp_phase4/index.html,http://www.ironhacks.com/preview/uxjudges/webapp_phase5/index.html,complete,100.0,100.0,4,uxjudges,uxjudges,0.0,0.0,2
5280,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/vvargasd/webapp_phase4/index.html,http://www.ironhacks.com/preview/vvargasd/webapp_phase5/index.html,complete,100.0,100.0,4,vvargasd,vvargasd,0.0,0.0,2
5281,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Acreed21/webapp_phase4/index.html,http://www.ironhacks.com/preview/Acreed21/webapp_phase5/index.html,simple,41.5,100.0,4,Acreed21,Acreed21,58.5,0.585,2
5308,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Camiioo/webapp_phase4/index.html,http://www.ironhacks.com/preview/Camiioo/webapp_phase5/index.html,simple,70.5,100.0,4,Camiioo,Camiioo,29.5,0.295,2
5335,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/FredyRosero/webapp_phase4/index.html,http://www.ironhacks.com/preview/FredyRosero/webapp_phase5/index.html,simple,92.4,100.0,4,FredyRosero,FredyRosero,7.599999999999994,0.076,2
5362,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/JamerMejiaGarcia/webapp_phase4/index.html,http://www.ironhacks.com/preview/JamerMejiaGarcia/webapp_phase5/index.html,simple,100.0,100.0,4,JamerMejiaGarcia,JamerMejiaGarcia,0.0,0.0,2
5389,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Jfcastroh/webapp_phase4/index.html,http://www.ironhacks.com/preview/Jfcastroh/webapp_phase5/index.html,simple,100.0,100.0,4,Jfcastroh,Jfcastroh,0.0,0.0,2
5416,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/LauraMolina/webapp_phase4/index.html,http://www.ironhacks.com/preview/LauraMolina/webapp_phase5/index.html,simple,90.7,100.0,4,LauraMolina,LauraMolina,9.299999999999997,0.093,2
5443,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/RafaelCruz15/webapp_phase4/index.html,http://www.ironhacks.com/preview/RafaelCruz15/webapp_phase5/index.html,simple,60.5,42.5,4,RafaelCruz15,RafaelCruz15,39.5,0.395,2
5470,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/adcorredorm/webapp_phase4/index.html,http://www.ironhacks.com/preview/adcorredorm/webapp_phase5/index.html,simple,100.0,100.0,4,adcorredorm,adcorredorm,0.0,0.0,2
5497,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/alebautis/webapp_phase4/index.html,http://www.ironhacks.com/preview/alebautis/webapp_phase5/index.html,simple,100.0,100.0,4,alebautis,alebautis,0.0,0.0,2
5524,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ayperezc/webapp_phase4/index.html,http://www.ironhacks.com/preview/ayperezc/webapp_phase5/index.html,simple,100.0,100.0,4,ayperezc,ayperezc,0.0,0.0,2
5551,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bfprietoc/webapp_phase4/index.html,http://www.ironhacks.com/preview/bfprietoc/webapp_phase5/index.html,simple,100.0,100.0,4,bfprietoc,bfprietoc,0.0,0.0,2
5578,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/biherrerap/webapp_phase4/index.html,http://www.ironhacks.com/preview/biherrerap/webapp_phase5/index.html,simple,60.1,100.0,4,biherrerap,biherrerap,39.9,0.399,2
5605,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/dahrojasca/webapp_phase4/index.html,http://www.ironhacks.com/preview/dahrojasca/webapp_phase5/index.html,simple,12.5,100.0,4,dahrojasca,dahrojasca,87.5,0.875,2
5632,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/davideperdomo/webapp_phase4/index.html,http://www.ironhacks.com/preview/davideperdomo/webapp_phase5/index.html,simple,88.7,100.0,4,davideperdomo,davideperdomo,11.299999999999997,0.113,2
5659,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/frnkbs/webapp_phase4/index.html,http://www.ironhacks.com/preview/frnkbs/webapp_phase5/index.html,simple,98.2,100.0,4,frnkbs,frnkbs,1.7999999999999972,0.018,2
5686,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/gahormigag/webapp_phase4/index.html,http://www.ironhacks.com/preview/gahormigag/webapp_phase5/index.html,simple,100.0,100.0,4,gahormigag,gahormigag,0.0,0.0,2
5713,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/gimg1859/webapp_phase4/index.html,http://www.ironhacks.com/preview/gimg1859/webapp_phase5/index.html,simple,32.8,100.0,4,gimg1859,gimg1859,67.2,0.672,2
5740,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ironhacktech2/webapp_phase4/index.html,http://www.ironhacks.com/preview/ironhacktech2/webapp_phase5/index.html,simple,86.9,100.0,4,ironhacktech2,ironhacktech2,13.099999999999994,0.131,2
5767,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jannMorenoJ/webapp_phase4/index.html,http://www.ironhacks.com/preview/jannMorenoJ/webapp_phase5/index.html,simple,100.0,100.0,4,jannMorenoJ,jannMorenoJ,0.0,0.0,2
5794,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jdgaitanf/webapp_phase4/index.html,http://www.ironhacks.com/preview/jdgaitanf/webapp_phase5/index.html,simple,41.0,100.0,4,jdgaitanf,jdgaitanf,59.0,0.59,2
5821,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nikolasto/webapp_phase4/index.html,http://www.ironhacks.com/preview/nikolasto/webapp_phase5/index.html,simple,100.0,100.0,4,nikolasto,nikolasto,0.0,0.0,2
5848,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/pahigueraf/webapp_phase4/index.html,http://www.ironhacks.com/preview/pahigueraf/webapp_phase5/index.html,simple,96.6,100.0,4,pahigueraf,pahigueraf,3.4000000000000057,0.034,2
5875,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sarguellesr/webapp_phase4/index.html,http://www.ironhacks.com/preview/sarguellesr/webapp_phase5/index.html,simple,100.0,100.0,4,sarguellesr,sarguellesr,0.0,0.0,2
5902,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/uxjudges1/webapp_phase4/index.html,http://www.ironhacks.com/preview/uxjudges1/webapp_phase5/index.html,simple,100.0,100.0,4,uxjudges1,uxjudges1,0.0,0.0,2
5929,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/uxjudges/webapp_phase4/index.html,http://www.ironhacks.com/preview/uxjudges/webapp_phase5/index.html,simple,100.0,100.0,4,uxjudges,uxjudges,0.0,0.0,2
5956,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/vvargasd/webapp_phase4/index.html,http://www.ironhacks.com/preview/vvargasd/webapp_phase5/index.html,simple,100.0,100.0,4,vvargasd,vvargasd,0.0,0.0,2
