,username1,username2,link1,link2,comparison_type,ssim,features2d,stage,link1_change,link2_change,ssim_exp
6052,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/CampbellC2/webapp_phase4/index.html,http://www.ironhacks.com/preview/CampbellC2/webapp_phase5/index.html,complete,55.1,74.0,4,CampbellC2,CampbellC2,44.9
6099,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase4/index.html,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase5/index.html,complete,100.0,100.0,4,Ilyumzhinov,Ilyumzhinov,0.0
6123,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Jordan-Loeser/webapp_phase4/index.html,http://www.ironhacks.com/preview/Jordan-Loeser/webapp_phase5/index.html,complete,99.9,100.0,4,Jordan-Loeser,Jordan-Loeser,0.09999999999999432
6147,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase4/index.html,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase5/index.html,complete,71.9,100.0,4,LukasMMarinovic,LukasMMarinovic,28.099999999999994
6171,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/RCODI/webapp_phase4/index.html,http://www.ironhacks.com/preview/RCODI/webapp_phase5/index.html,complete,75.8,100.0,4,RCODI,RCODI,24.200000000000003
6195,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/SionHu/webapp_phase4/index.html,http://www.ironhacks.com/preview/SionHu/webapp_phase5/index.html,complete,100.0,100.0,4,SionHu,SionHu,0.0
6242,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bzin22/webapp_phase4/index.html,http://www.ironhacks.com/preview/bzin22/webapp_phase5/index.html,complete,93.7,100.0,4,bzin22,bzin22,6.299999999999997
6266,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ecottle/webapp_phase4/index.html,http://www.ironhacks.com/preview/ecottle/webapp_phase5/index.html,complete,100.0,100.0,4,ecottle,ecottle,0.0
6313,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/hihms/webapp_phase4/index.html,http://www.ironhacks.com/preview/hihms/webapp_phase5/index.html,complete,99.5,100.0,4,hihms,hihms,0.5
6337,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmamaril25/webapp_phase4/index.html,http://www.ironhacks.com/preview/jmamaril25/webapp_phase5/index.html,complete,80.1,100.0,4,jmamaril25,jmamaril25,19.900000000000006
6407,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurarotger/webapp_phase4/index.html,http://www.ironhacks.com/preview/laurarotger/webapp_phase5/index.html,complete,100.0,100.0,4,laurarotger,laurarotger,0.0
6431,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurenjank/webapp_phase4/index.html,http://www.ironhacks.com/preview/laurenjank/webapp_phase5/index.html,complete,86.6,98.7,4,laurenjank,laurenjank,13.400000000000006
6455,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/lennwgs/webapp_phase4/index.html,http://www.ironhacks.com/preview/lennwgs/webapp_phase5/index.html,complete,100.0,100.0,4,lennwgs,lennwgs,0.0
6479,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/littlex2015/webapp_phase4/index.html,http://www.ironhacks.com/preview/littlex2015/webapp_phase5/index.html,complete,100.0,100.0,4,littlex2015,littlex2015,0.0
6503,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/matson3/webapp_phase4/index.html,http://www.ironhacks.com/preview/matson3/webapp_phase5/index.html,complete,90.0,100.0,4,matson3,matson3,10.0
6527,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/mdecloedt/webapp_phase4/index.html,http://www.ironhacks.com/preview/mdecloedt/webapp_phase5/index.html,complete,89.1,100.0,4,mdecloedt,mdecloedt,10.900000000000006
6551,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nbraunec/webapp_phase4/index.html,http://www.ironhacks.com/preview/nbraunec/webapp_phase5/index.html,complete,47.3,100.0,4,nbraunec,nbraunec,52.7
6575,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/noah-curran/webapp_phase4/index.html,http://www.ironhacks.com/preview/noah-curran/webapp_phase5/index.html,complete,87.2,100.0,4,noah-curran,noah-curran,12.799999999999997
6599,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sanjitsama/webapp_phase4/index.html,http://www.ironhacks.com/preview/sanjitsama/webapp_phase5/index.html,complete,45.6,100.0,4,sanjitsama,sanjitsama,54.4
6623,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/shivans/webapp_phase4/index.html,http://www.ironhacks.com/preview/shivans/webapp_phase5/index.html,complete,100.0,100.0,4,shivans,shivans,0.0
6647,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/snugghash/webapp_phase4/index.html,http://www.ironhacks.com/preview/snugghash/webapp_phase5/index.html,complete,25.2,100.0,4,snugghash,snugghash,74.8
6671,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/viswapurdue/webapp_phase4/index.html,http://www.ironhacks.com/preview/viswapurdue/webapp_phase5/index.html,complete,99.9,100.0,4,viswapurdue,viswapurdue,0.09999999999999432
6695,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/whipplem123/webapp_phase4/index.html,http://www.ironhacks.com/preview/whipplem123/webapp_phase5/index.html,complete,98.7,100.0,4,whipplem123,whipplem123,1.2999999999999972
6719,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/CampbellC2/webapp_phase4/index.html,http://www.ironhacks.com/preview/CampbellC2/webapp_phase5/index.html,simple,55.1,74.0,4,CampbellC2,CampbellC2,44.9
6762,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase4/index.html,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase5/index.html,simple,100.0,100.0,4,Ilyumzhinov,Ilyumzhinov,0.0
6785,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase4/index.html,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase5/index.html,simple,71.9,100.0,4,LukasMMarinovic,LukasMMarinovic,28.099999999999994
6807,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/SionHu/webapp_phase4/index.html,http://www.ironhacks.com/preview/SionHu/webapp_phase5/index.html,simple,100.0,100.0,4,SionHu,SionHu,0.0
6850,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bzin22/webapp_phase4/index.html,http://www.ironhacks.com/preview/bzin22/webapp_phase5/index.html,simple,93.7,100.0,4,bzin22,bzin22,6.299999999999997
6872,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ecottle/webapp_phase4/index.html,http://www.ironhacks.com/preview/ecottle/webapp_phase5/index.html,simple,100.0,100.0,4,ecottle,ecottle,0.0
6915,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/hihms/webapp_phase4/index.html,http://www.ironhacks.com/preview/hihms/webapp_phase5/index.html,simple,100.0,100.0,4,hihms,hihms,0.0
6937,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmamaril25/webapp_phase4/index.html,http://www.ironhacks.com/preview/jmamaril25/webapp_phase5/index.html,simple,83.9,100.0,4,jmamaril25,jmamaril25,16.099999999999994
7001,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurarotger/webapp_phase4/index.html,http://www.ironhacks.com/preview/laurarotger/webapp_phase5/index.html,simple,100.0,100.0,4,laurarotger,laurarotger,0.0
7023,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurenjank/webapp_phase4/index.html,http://www.ironhacks.com/preview/laurenjank/webapp_phase5/index.html,simple,86.8,88.3,4,laurenjank,laurenjank,13.200000000000003
7045,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/lennwgs/webapp_phase4/index.html,http://www.ironhacks.com/preview/lennwgs/webapp_phase5/index.html,simple,100.0,100.0,4,lennwgs,lennwgs,0.0
7067,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/littlex2015/webapp_phase4/index.html,http://www.ironhacks.com/preview/littlex2015/webapp_phase5/index.html,simple,100.0,100.0,4,littlex2015,littlex2015,0.0
7089,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/matson3/webapp_phase4/index.html,http://www.ironhacks.com/preview/matson3/webapp_phase5/index.html,simple,99.9,100.0,4,matson3,matson3,0.09999999999999432
7111,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/mdecloedt/webapp_phase4/index.html,http://www.ironhacks.com/preview/mdecloedt/webapp_phase5/index.html,simple,89.1,100.0,4,mdecloedt,mdecloedt,10.900000000000006
7133,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nbraunec/webapp_phase4/index.html,http://www.ironhacks.com/preview/nbraunec/webapp_phase5/index.html,simple,47.3,100.0,4,nbraunec,nbraunec,52.7
7155,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/noah-curran/webapp_phase4/index.html,http://www.ironhacks.com/preview/noah-curran/webapp_phase5/index.html,simple,90.8,100.0,4,noah-curran,noah-curran,9.200000000000003
7177,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sanjitsama/webapp_phase4/index.html,http://www.ironhacks.com/preview/sanjitsama/webapp_phase5/index.html,simple,45.6,100.0,4,sanjitsama,sanjitsama,54.4
7199,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/shivans/webapp_phase4/index.html,http://www.ironhacks.com/preview/shivans/webapp_phase5/index.html,simple,100.0,100.0,4,shivans,shivans,0.0
7242,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/viswapurdue/webapp_phase4/index.html,http://www.ironhacks.com/preview/viswapurdue/webapp_phase5/index.html,simple,99.8,100.0,4,viswapurdue,viswapurdue,0.20000000000000284
7264,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/whipplem123/webapp_phase4/index.html,http://www.ironhacks.com/preview/whipplem123/webapp_phase5/index.html,simple,98.7,100.0,4,whipplem123,whipplem123,1.2999999999999972
