,username1,username2,link1,link2,comparison_type,ssim,features2d,stage,link1_change,link2_change,ssim_exp,Unnamed: 0,ssim_exp_scale
30,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/littlex2015/webapp_phase1/index.html,http://www.ironhacks.com/preview/littlex2015/webapp_phase2/index.html,complete,42.2,47.1,1,littlex2015,littlex2015,57.8,771.0,0.578
31,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/matson3/webapp_phase1/index.html,http://www.ironhacks.com/preview/matson3/webapp_phase2/index.html,complete,32.4,29.9,1,matson3,matson3,67.6,802.0,0.676
32,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/mdecloedt/webapp_phase1/index.html,http://www.ironhacks.com/preview/mdecloedt/webapp_phase2/index.html,complete,16.2,100.0,1,mdecloedt,mdecloedt,83.8,833.0,0.838
33,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nbraunec/webapp_phase1/index.html,http://www.ironhacks.com/preview/nbraunec/webapp_phase2/index.html,complete,34.7,26.6,1,nbraunec,nbraunec,65.3,864.0,0.653
34,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/noah-curran/webapp_phase1/index.html,http://www.ironhacks.com/preview/noah-curran/webapp_phase2/index.html,complete,72.2,100.0,1,noah-curran,noah-curran,27.8,895.0,0.278
35,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sanjitsama/webapp_phase1/index.html,http://www.ironhacks.com/preview/sanjitsama/webapp_phase2/index.html,complete,39.5,100.0,1,sanjitsama,sanjitsama,60.5,926.0,0.605
36,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/shivans/webapp_phase1/index.html,http://www.ironhacks.com/preview/shivans/webapp_phase2/index.html,complete,26.6,100.0,1,shivans,shivans,73.4,957.0,0.734
37,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/snugghash/webapp_phase1/index.html,http://www.ironhacks.com/preview/snugghash/webapp_phase2/index.html,complete,69.0,100.0,1,snugghash,snugghash,31.0,988.0,0.31
38,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/viswapurdue/webapp_phase1/index.html,http://www.ironhacks.com/preview/viswapurdue/webapp_phase2/index.html,complete,36.0,100.0,1,viswapurdue,viswapurdue,64.0,1019.0,0.64
39,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/whipplem123/webapp_phase1/index.html,http://www.ironhacks.com/preview/whipplem123/webapp_phase2/index.html,complete,98.9,100.0,1,whipplem123,whipplem123,1.0999999999999943,1050.0,0.011
40,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/zhao744/webapp_phase1/index.html,http://www.ironhacks.com/preview/zhao744/webapp_phase2/index.html,complete,51.1,86.5,1,zhao744,zhao744,48.9,1081.0,0.489
41,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/AkaGar/webapp_phase1/index.html,http://www.ironhacks.com/preview/AkaGar/webapp_phase2/index.html,simple,80.7,100.0,1,AkaGar,AkaGar,19.3,1082.0,0.193
42,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/CampbellC2/webapp_phase1/index.html,http://www.ironhacks.com/preview/CampbellC2/webapp_phase2/index.html,simple,47.1,98.8,1,CampbellC2,CampbellC2,52.9,1113.0,0.529
43,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/GeoffYart/webapp_phase1/index.html,http://www.ironhacks.com/preview/GeoffYart/webapp_phase2/index.html,simple,75.9,49.1,1,GeoffYart,GeoffYart,24.099999999999994,1144.0,0.241
44,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase1/index.html,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase2/index.html,simple,50.0,100.0,1,Ilyumzhinov,Ilyumzhinov,50.0,1175.0,0.5
45,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Jordan-Loeser/webapp_phase1/index.html,http://www.ironhacks.com/preview/Jordan-Loeser/webapp_phase2/index.html,simple,95.7,95.4,1,Jordan-Loeser,Jordan-Loeser,4.299999999999997,1206.0,0.043
46,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase1/index.html,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase2/index.html,simple,68.4,39.6,1,LukasMMarinovic,LukasMMarinovic,31.599999999999994,1237.0,0.316
47,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/RCODI/webapp_phase1/index.html,http://www.ironhacks.com/preview/RCODI/webapp_phase2/index.html,simple,17.9,22.7,1,RCODI,RCODI,82.1,1268.0,0.821
48,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/aclipfel/webapp_phase1/index.html,http://www.ironhacks.com/preview/aclipfel/webapp_phase2/index.html,simple,100.0,100.0,1,aclipfel,aclipfel,0.0,1300.0,0.0
49,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bzin22/webapp_phase1/index.html,http://www.ironhacks.com/preview/bzin22/webapp_phase2/index.html,simple,5.0,51.2,1,bzin22,bzin22,95.0,1331.0,0.95
50,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ecottle/webapp_phase1/index.html,http://www.ironhacks.com/preview/ecottle/webapp_phase2/index.html,simple,47.2,100.0,1,ecottle,ecottle,52.8,1362.0,0.528
51,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/gshowal/webapp_phase1/index.html,http://www.ironhacks.com/preview/gshowal/webapp_phase2/index.html,simple,20.4,89.0,1,gshowal,gshowal,79.6,1393.0,0.796
52,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/hihms/webapp_phase1/index.html,http://www.ironhacks.com/preview/hihms/webapp_phase2/index.html,simple,71.6,100.0,1,hihms,hihms,28.40000000000001,1424.0,0.284
53,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmamaril25/webapp_phase1/index.html,http://www.ironhacks.com/preview/jmamaril25/webapp_phase2/index.html,simple,49.0,90.4,1,jmamaril25,jmamaril25,51.0,1455.0,0.51
54,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmhunter4711/webapp_phase1/index.html,http://www.ironhacks.com/preview/jmhunter4711/webapp_phase2/index.html,simple,100.0,100.0,1,jmhunter4711,jmhunter4711,0.0,1486.0,0.0
55,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ko68/webapp_phase1/index.html,http://www.ironhacks.com/preview/ko68/webapp_phase2/index.html,simple,99.8,100.0,1,ko68,ko68,0.2000000000000028,1517.0,0.002
56,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurarotger/webapp_phase1/index.html,http://www.ironhacks.com/preview/laurarotger/webapp_phase2/index.html,simple,100.0,100.0,1,laurarotger,laurarotger,0.0,1548.0,0.0
57,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurenjank/webapp_phase1/index.html,http://www.ironhacks.com/preview/laurenjank/webapp_phase2/index.html,simple,93.3,88.4,1,laurenjank,laurenjank,6.700000000000003,1579.0,0.067
58,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/lennwgs/webapp_phase1/index.html,http://www.ironhacks.com/preview/lennwgs/webapp_phase2/index.html,simple,32.2,100.0,1,lennwgs,lennwgs,67.8,1610.0,0.678
59,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/littlex2015/webapp_phase1/index.html,http://www.ironhacks.com/preview/littlex2015/webapp_phase2/index.html,simple,9.2,100.0,1,littlex2015,littlex2015,90.8,1641.0,0.908
60,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/matson3/webapp_phase1/index.html,http://www.ironhacks.com/preview/matson3/webapp_phase2/index.html,simple,0.1,14.3,1,matson3,matson3,99.9,1672.0,0.999
61,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/mdecloedt/webapp_phase1/index.html,http://www.ironhacks.com/preview/mdecloedt/webapp_phase2/index.html,simple,64.4,63.1,1,mdecloedt,mdecloedt,35.599999999999994,1703.0,0.356
62,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/noah-curran/webapp_phase1/index.html,http://www.ironhacks.com/preview/noah-curran/webapp_phase2/index.html,simple,82.8,100.0,1,noah-curran,noah-curran,17.200000000000003,1735.0,0.172
63,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sanjitsama/webapp_phase1/index.html,http://www.ironhacks.com/preview/sanjitsama/webapp_phase2/index.html,simple,39.5,100.0,1,sanjitsama,sanjitsama,60.5,1766.0,0.605
64,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/shivans/webapp_phase1/index.html,http://www.ironhacks.com/preview/shivans/webapp_phase2/index.html,simple,26.6,100.0,1,shivans,shivans,73.4,1797.0,0.734
65,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/snugghash/webapp_phase1/index.html,http://www.ironhacks.com/preview/snugghash/webapp_phase2/index.html,simple,75.9,100.0,1,snugghash,snugghash,24.099999999999994,1828.0,0.241
66,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/viswapurdue/webapp_phase1/index.html,http://www.ironhacks.com/preview/viswapurdue/webapp_phase2/index.html,simple,73.7,100.0,1,viswapurdue,viswapurdue,26.3,1859.0,0.263
67,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/whipplem123/webapp_phase1/index.html,http://www.ironhacks.com/preview/whipplem123/webapp_phase2/index.html,simple,98.9,100.0,1,whipplem123,whipplem123,1.0999999999999943,1890.0,0.011
68,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/zhao744/webapp_phase1/index.html,http://www.ironhacks.com/preview/zhao744/webapp_phase2/index.html,simple,52.0,86.5,1,zhao744,zhao744,48.0,1921.0,0.48
69,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/AkaGar/webapp_phase2/index.html,http://www.ironhacks.com/preview/AkaGar/webapp_phase3/index.html,maps,100.0,100.0,2,AkaGar,AkaGar,0.0,1922.0,0.0
70,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bzin22/webapp_phase2/index.html,http://www.ironhacks.com/preview/bzin22/webapp_phase3/index.html,maps,98.5,100.0,2,bzin22,bzin22,1.5,1956.0,0.015
71,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/hihms/webapp_phase2/index.html,http://www.ironhacks.com/preview/hihms/webapp_phase3/index.html,maps,100.0,100.0,2,hihms,hihms,0.0,1975.0,0.0
72,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmamaril25/webapp_phase2/index.html,http://www.ironhacks.com/preview/jmamaril25/webapp_phase3/index.html,maps,88.3,100.0,2,jmamaril25,jmamaril25,11.700000000000005,1992.0,0.117
73,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ko68/webapp_phase2/index.html,http://www.ironhacks.com/preview/ko68/webapp_phase3/index.html,maps,100.0,100.0,2,ko68,ko68,0.0,2009.0,0.0
74,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurenjank/webapp_phase2/index.html,http://www.ironhacks.com/preview/laurenjank/webapp_phase3/index.html,maps,23.2,100.0,2,laurenjank,laurenjank,76.8,2026.0,0.768
75,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/lennwgs/webapp_phase2/index.html,http://www.ironhacks.com/preview/lennwgs/webapp_phase3/index.html,maps,100.0,100.0,2,lennwgs,lennwgs,0.0,2043.0,0.0
76,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/littlex2015/webapp_phase2/index.html,http://www.ironhacks.com/preview/littlex2015/webapp_phase3/index.html,maps,100.0,100.0,2,littlex2015,littlex2015,0.0,2060.0,0.0
77,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nbraunec/webapp_phase2/index.html,http://www.ironhacks.com/preview/nbraunec/webapp_phase3/index.html,maps,100.0,100.0,2,nbraunec,nbraunec,0.0,2094.0,0.0
78,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/noah-curran/webapp_phase2/index.html,http://www.ironhacks.com/preview/noah-curran/webapp_phase3/index.html,maps,100.0,100.0,2,noah-curran,noah-curran,0.0,2111.0,0.0
79,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/zhao744/webapp_phase2/index.html,http://www.ironhacks.com/preview/zhao744/webapp_phase3/index.html,maps,28.4,100.0,2,zhao744,zhao744,71.6,2145.0,0.716
80,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/AkaGar/webapp_phase2/index.html#1,http://www.ironhacks.com/preview/AkaGar/webapp_phase3/index.html#1,charts,-0.8,100.0,2,AkaGar,AkaGar,100.8,2146.0,1.008
81,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/AkaGar/webapp_phase2/index.html,http://www.ironhacks.com/preview/AkaGar/webapp_phase3/index.html,complete,100.0,100.0,2,AkaGar,AkaGar,0.0,2148.0,0.0
82,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/CampbellC2/webapp_phase2/index.html,http://www.ironhacks.com/preview/CampbellC2/webapp_phase3/index.html,complete,26.2,88.1,2,CampbellC2,CampbellC2,73.8,2179.0,0.738
83,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/GeoffYart/webapp_phase2/index.html,http://www.ironhacks.com/preview/GeoffYart/webapp_phase3/index.html,complete,27.6,100.0,2,GeoffYart,GeoffYart,72.4,2210.0,0.724
84,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase2/index.html,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase3/index.html,complete,100.0,100.0,2,Ilyumzhinov,Ilyumzhinov,0.0,2241.0,0.0
85,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Jordan-Loeser/webapp_phase2/index.html,http://www.ironhacks.com/preview/Jordan-Loeser/webapp_phase3/index.html,complete,52.9,100.0,2,Jordan-Loeser,Jordan-Loeser,47.1,2272.0,0.471
86,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase2/index.html,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase3/index.html,complete,67.5,54.5,2,LukasMMarinovic,LukasMMarinovic,32.5,2303.0,0.325
87,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/RCODI/webapp_phase2/index.html,http://www.ironhacks.com/preview/RCODI/webapp_phase3/index.html,complete,31.6,100.0,2,RCODI,RCODI,68.4,2334.0,0.684
88,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/SionHu/webapp_phase2/index.html,http://www.ironhacks.com/preview/SionHu/webapp_phase3/index.html,complete,100.0,100.0,2,SionHu,SionHu,0.0,2365.0,0.0
89,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/aclipfel/webapp_phase2/index.html,http://www.ironhacks.com/preview/aclipfel/webapp_phase3/index.html,complete,100.0,100.0,2,aclipfel,aclipfel,0.0,2396.0,0.0
90,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bzin22/webapp_phase2/index.html,http://www.ironhacks.com/preview/bzin22/webapp_phase3/index.html,complete,87.1,100.0,2,bzin22,bzin22,12.900000000000006,2427.0,0.129
91,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ecottle/webapp_phase2/index.html,http://www.ironhacks.com/preview/ecottle/webapp_phase3/index.html,complete,76.5,100.0,2,ecottle,ecottle,23.5,2458.0,0.235
92,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/gshowal/webapp_phase2/index.html,http://www.ironhacks.com/preview/gshowal/webapp_phase3/index.html,complete,89.3,100.0,2,gshowal,gshowal,10.700000000000005,2489.0,0.107
93,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/hihms/webapp_phase2/index.html,http://www.ironhacks.com/preview/hihms/webapp_phase3/index.html,complete,100.0,100.0,2,hihms,hihms,0.0,2520.0,0.0
94,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmamaril25/webapp_phase2/index.html,http://www.ironhacks.com/preview/jmamaril25/webapp_phase3/index.html,complete,90.3,100.0,2,jmamaril25,jmamaril25,9.700000000000005,2551.0,0.097
95,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmhunter4711/webapp_phase2/index.html,http://www.ironhacks.com/preview/jmhunter4711/webapp_phase3/index.html,complete,100.0,100.0,2,jmhunter4711,jmhunter4711,0.0,2582.0,0.0
96,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ko68/webapp_phase2/index.html,http://www.ironhacks.com/preview/ko68/webapp_phase3/index.html,complete,100.0,100.0,2,ko68,ko68,0.0,2613.0,0.0
97,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurarotger/webapp_phase2/index.html,http://www.ironhacks.com/preview/laurarotger/webapp_phase3/index.html,complete,100.0,100.0,2,laurarotger,laurarotger,0.0,2644.0,0.0
98,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurenjank/webapp_phase2/index.html,http://www.ironhacks.com/preview/laurenjank/webapp_phase3/index.html,complete,33.9,98.5,2,laurenjank,laurenjank,66.1,2675.0,0.661
99,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/lennwgs/webapp_phase2/index.html,http://www.ironhacks.com/preview/lennwgs/webapp_phase3/index.html,complete,100.0,100.0,2,lennwgs,lennwgs,0.0,2706.0,0.0
100,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/littlex2015/webapp_phase2/index.html,http://www.ironhacks.com/preview/littlex2015/webapp_phase3/index.html,complete,99.9,100.0,2,littlex2015,littlex2015,0.0999999999999943,2737.0,0.001
101,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/matson3/webapp_phase2/index.html,http://www.ironhacks.com/preview/matson3/webapp_phase3/index.html,complete,28.9,29.9,2,matson3,matson3,71.1,2768.0,0.711
102,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/mdecloedt/webapp_phase2/index.html,http://www.ironhacks.com/preview/mdecloedt/webapp_phase3/index.html,complete,26.1,93.5,2,mdecloedt,mdecloedt,73.9,2799.0,0.739
103,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nbraunec/webapp_phase2/index.html,http://www.ironhacks.com/preview/nbraunec/webapp_phase3/index.html,complete,97.1,100.0,2,nbraunec,nbraunec,2.9000000000000057,2830.0,0.029
104,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/noah-curran/webapp_phase2/index.html,http://www.ironhacks.com/preview/noah-curran/webapp_phase3/index.html,complete,99.7,100.0,2,noah-curran,noah-curran,0.2999999999999971,2861.0,0.003
105,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sanjitsama/webapp_phase2/index.html,http://www.ironhacks.com/preview/sanjitsama/webapp_phase3/index.html,complete,57.7,100.0,2,sanjitsama,sanjitsama,42.3,2892.0,0.423
106,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/shivans/webapp_phase2/index.html,http://www.ironhacks.com/preview/shivans/webapp_phase3/index.html,complete,100.0,100.0,2,shivans,shivans,0.0,2923.0,0.0
107,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/snugghash/webapp_phase2/index.html,http://www.ironhacks.com/preview/snugghash/webapp_phase3/index.html,complete,58.9,100.0,2,snugghash,snugghash,41.1,2954.0,0.411
108,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/viswapurdue/webapp_phase2/index.html,http://www.ironhacks.com/preview/viswapurdue/webapp_phase3/index.html,complete,36.5,100.0,2,viswapurdue,viswapurdue,63.5,2985.0,0.635
109,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/whipplem123/webapp_phase2/index.html,http://www.ironhacks.com/preview/whipplem123/webapp_phase3/index.html,complete,95.3,100.0,2,whipplem123,whipplem123,4.700000000000003,3016.0,0.047
110,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/zhao744/webapp_phase2/index.html,http://www.ironhacks.com/preview/zhao744/webapp_phase3/index.html,complete,91.6,100.0,2,zhao744,zhao744,8.400000000000006,3047.0,0.084
111,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/AkaGar/webapp_phase2/index.html,http://www.ironhacks.com/preview/AkaGar/webapp_phase3/index.html,simple,100.0,100.0,2,AkaGar,AkaGar,0.0,3048.0,0.0
112,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/CampbellC2/webapp_phase2/index.html,http://www.ironhacks.com/preview/CampbellC2/webapp_phase3/index.html,simple,26.3,88.5,2,CampbellC2,CampbellC2,73.7,3079.0,0.737
113,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/GeoffYart/webapp_phase2/index.html,http://www.ironhacks.com/preview/GeoffYart/webapp_phase3/index.html,simple,35.6,100.0,2,GeoffYart,GeoffYart,64.4,3110.0,0.644
114,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase2/index.html,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase3/index.html,simple,100.0,100.0,2,Ilyumzhinov,Ilyumzhinov,0.0,3141.0,0.0
115,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Jordan-Loeser/webapp_phase2/index.html,http://www.ironhacks.com/preview/Jordan-Loeser/webapp_phase3/index.html,simple,52.9,100.0,2,Jordan-Loeser,Jordan-Loeser,47.1,3172.0,0.471
116,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase2/index.html,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase3/index.html,simple,67.5,54.5,2,LukasMMarinovic,LukasMMarinovic,32.5,3203.0,0.325
117,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/RCODI/webapp_phase2/index.html,http://www.ironhacks.com/preview/RCODI/webapp_phase3/index.html,simple,31.6,100.0,2,RCODI,RCODI,68.4,3234.0,0.684
118,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/SionHu/webapp_phase2/index.html,http://www.ironhacks.com/preview/SionHu/webapp_phase3/index.html,simple,100.0,100.0,2,SionHu,SionHu,0.0,3265.0,0.0
119,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/aclipfel/webapp_phase2/index.html,http://www.ironhacks.com/preview/aclipfel/webapp_phase3/index.html,simple,100.0,100.0,2,aclipfel,aclipfel,0.0,3296.0,0.0
120,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bzin22/webapp_phase2/index.html,http://www.ironhacks.com/preview/bzin22/webapp_phase3/index.html,simple,95.1,100.0,2,bzin22,bzin22,4.900000000000006,3327.0,0.049
121,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ecottle/webapp_phase2/index.html,http://www.ironhacks.com/preview/ecottle/webapp_phase3/index.html,simple,94.0,100.0,2,ecottle,ecottle,6.0,3358.0,0.06
122,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/gshowal/webapp_phase2/index.html,http://www.ironhacks.com/preview/gshowal/webapp_phase3/index.html,simple,87.5,100.0,2,gshowal,gshowal,12.5,3389.0,0.125
123,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/hihms/webapp_phase2/index.html,http://www.ironhacks.com/preview/hihms/webapp_phase3/index.html,simple,100.0,100.0,2,hihms,hihms,0.0,3420.0,0.0
124,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmamaril25/webapp_phase2/index.html,http://www.ironhacks.com/preview/jmamaril25/webapp_phase3/index.html,simple,51.4,100.0,2,jmamaril25,jmamaril25,48.6,3451.0,0.486
125,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmhunter4711/webapp_phase2/index.html,http://www.ironhacks.com/preview/jmhunter4711/webapp_phase3/index.html,simple,100.0,100.0,2,jmhunter4711,jmhunter4711,0.0,3482.0,0.0
126,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ko68/webapp_phase2/index.html,http://www.ironhacks.com/preview/ko68/webapp_phase3/index.html,simple,100.0,100.0,2,ko68,ko68,0.0,3513.0,0.0
127,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurarotger/webapp_phase2/index.html,http://www.ironhacks.com/preview/laurarotger/webapp_phase3/index.html,simple,100.0,100.0,2,laurarotger,laurarotger,0.0,3544.0,0.0
128,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurenjank/webapp_phase2/index.html,http://www.ironhacks.com/preview/laurenjank/webapp_phase3/index.html,simple,83.8,88.5,2,laurenjank,laurenjank,16.200000000000003,3575.0,0.162
129,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/lennwgs/webapp_phase2/index.html,http://www.ironhacks.com/preview/lennwgs/webapp_phase3/index.html,simple,100.0,100.0,2,lennwgs,lennwgs,0.0,3606.0,0.0
130,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/littlex2015/webapp_phase2/index.html,http://www.ironhacks.com/preview/littlex2015/webapp_phase3/index.html,simple,90.7,100.0,2,littlex2015,littlex2015,9.299999999999995,3637.0,0.093
131,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/matson3/webapp_phase2/index.html,http://www.ironhacks.com/preview/matson3/webapp_phase3/index.html,simple,0.0,34.4,2,matson3,matson3,100.0,3668.0,1.0
132,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/mdecloedt/webapp_phase2/index.html,http://www.ironhacks.com/preview/mdecloedt/webapp_phase3/index.html,simple,22.5,93.8,2,mdecloedt,mdecloedt,77.5,3699.0,0.775
133,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nbraunec/webapp_phase2/index.html,http://www.ironhacks.com/preview/nbraunec/webapp_phase3/index.html,simple,97.1,100.0,2,nbraunec,nbraunec,2.9000000000000057,3730.0,0.029
134,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/noah-curran/webapp_phase2/index.html,http://www.ironhacks.com/preview/noah-curran/webapp_phase3/index.html,simple,99.7,100.0,2,noah-curran,noah-curran,0.2999999999999971,3761.0,0.003
135,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sanjitsama/webapp_phase2/index.html,http://www.ironhacks.com/preview/sanjitsama/webapp_phase3/index.html,simple,57.7,100.0,2,sanjitsama,sanjitsama,42.3,3792.0,0.423
136,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/shivans/webapp_phase2/index.html,http://www.ironhacks.com/preview/shivans/webapp_phase3/index.html,simple,100.0,100.0,2,shivans,shivans,0.0,3823.0,0.0
137,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/snugghash/webapp_phase2/index.html,http://www.ironhacks.com/preview/snugghash/webapp_phase3/index.html,simple,76.1,100.0,2,snugghash,snugghash,23.90000000000001,3854.0,0.239
138,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/viswapurdue/webapp_phase2/index.html,http://www.ironhacks.com/preview/viswapurdue/webapp_phase3/index.html,simple,69.4,100.0,2,viswapurdue,viswapurdue,30.599999999999994,3885.0,0.306
