,link1_change,link2_change,ssim_exp,stage,comparison_type
127,Orloffyeah,Orloffyeah,20.700000000000003,1,simple
128,alejosaur,alejosaur,0.09999999999999432,1,simple
129,anythinglord,anythinglord,31.700000000000003,1,simple
130,buendiagon,buendiagon,67.4,1,simple
131,cglaitong,cglaitong,0.20000000000000284,1,simple
132,criscapunal,criscapunal,86.1,1,simple
133,csalfonsol,csalfonsol,87.0,1,simple
134,dieguischa,dieguischa,22.799999999999997,1,simple
135,jaasuarezvi,jaasuarezvi,67.4,1,simple
136,tres-xxx,tres-xxx,67.4,1,simple
137,DaniCastel,DaniCastel,1.7999999999999972,2,maps
138,Orloffyeah,Orloffyeah,62.9,2,maps
139,alejosaur,alejosaur,29.299999999999997,2,maps
140,anythinglord,anythinglord,75.5,2,maps
141,cglaitong,cglaitong,60.5,2,maps
142,criscapunal,criscapunal,59.3,2,maps
143,csalfonsol,csalfonsol,64.0,2,maps
144,alejosaur,alejosaur,19.0,2,charts
145,BrandonAvilanR,BrandonAvilanR,60.8,2,complete
146,DaniCastel,DaniCastel,36.0,2,complete
147,DaveValencia,DaveValencia,67.4,2,complete
148,Orloffyeah,Orloffyeah,25.200000000000003,2,complete
149,alejosaur,alejosaur,0.0,2,complete
150,anythinglord,anythinglord,77.3,2,complete
151,buendiagon,buendiagon,67.4,2,complete
152,cglaitong,cglaitong,20.5,2,complete
153,criscapunal,criscapunal,59.1,2,complete
154,csalfonsol,csalfonsol,76.1,2,complete
155,dieguischa,dieguischa,16.5,2,complete
156,jaasuarezvi,jaasuarezvi,67.4,2,complete
157,tres-xxx,tres-xxx,67.4,2,complete
158,BrandonAvilanR,BrandonAvilanR,53.4,2,simple
159,DaniCastel,DaniCastel,20.099999999999994,2,simple
160,DaveValencia,DaveValencia,67.4,2,simple
161,Orloffyeah,Orloffyeah,20.0,2,simple
162,alejosaur,alejosaur,0.0,2,simple
163,anythinglord,anythinglord,83.3,2,simple
164,buendiagon,buendiagon,67.4,2,simple
165,cglaitong,cglaitong,15.099999999999994,2,simple
166,criscapunal,criscapunal,61.1,2,simple
167,csalfonsol,csalfonsol,67.3,2,simple
168,dieguischa,dieguischa,16.5,2,simple
169,jaasuarezvi,jaasuarezvi,67.4,2,simple
170,tres-xxx,tres-xxx,67.4,2,simple
171,DaniCastel,DaniCastel,84.2,3,maps
172,JorgeTorresC,JorgeTorresC,84.5,3,maps
173,Orloffyeah,Orloffyeah,63.1,3,maps
174,alejosaur,alejosaur,31.299999999999997,3,maps
175,anythinglord,anythinglord,70.1,3,maps
176,cglaitong,cglaitong,71.7,3,maps
177,criscapunal,criscapunal,85.9,3,maps
178,csalfonsol,csalfonsol,46.3,3,maps
179,daapinzonch,daapinzonch,64.7,3,maps
180,jdsolanos,jdsolanos,73.9,3,maps
181,BrandonAvilanR,BrandonAvilanR,5.299999999999997,3,charts
182,alejosaur,alejosaur,28.599999999999994,3,charts
183,cglaitong,cglaitong,3.5,3,charts
184,cglaitong,cglaitong,3.5,3,charts
185,cglaitong,cglaitong,3.5,3,charts
186,cglaitong,cglaitong,3.5,3,charts
187,BrandonAvilanR,BrandonAvilanR,38.3,3,complete
188,DSFarfanF,DSFarfanF,67.4,3,complete
189,DaniCastel,DaniCastel,79.7,3,complete
190,DaveValencia,DaveValencia,67.4,3,complete
191,JorgeTorresC,JorgeTorresC,29.099999999999994,3,complete
192,Orloffyeah,Orloffyeah,24.799999999999997,3,complete
193,Saariasba,Saariasba,100.0,3,complete
194,SergioLopez40,SergioLopez40,71.2,3,complete
195,alejosaur,alejosaur,0.0,3,complete
196,anythinglord,anythinglord,39.2,3,complete
197,buendiagon,buendiagon,67.4,3,complete
198,cglaitong,cglaitong,21.099999999999994,3,complete
199,criscapunal,criscapunal,41.7,3,complete
200,csalfonsol,csalfonsol,71.3,3,complete
201,daapinzonch,daapinzonch,53.0,3,complete
202,dcastanedar,dcastanedar,35.5,3,complete
203,dieguischa,dieguischa,64.6,3,complete
204,jaasuarezvi,jaasuarezvi,67.4,3,complete
205,jdsolanos,jdsolanos,54.2,3,complete
206,tres-xxx,tres-xxx,67.4,3,complete
207,trickyjuggler,trickyjuggler,67.1,3,complete
208,BrandonAvilanR,BrandonAvilanR,41.8,3,simple
209,DSFarfanF,DSFarfanF,67.4,3,simple
210,DaniCastel,DaniCastel,74.7,3,simple
211,DaveValencia,DaveValencia,67.4,3,simple
212,JorgeTorresC,JorgeTorresC,28.299999999999997,3,simple
213,Orloffyeah,Orloffyeah,15.0,3,simple
214,Saariasba,Saariasba,100.0,3,simple
215,SergioLopez40,SergioLopez40,35.400000000000006,3,simple
216,alejosaur,alejosaur,0.0,3,simple
217,anythinglord,anythinglord,33.0,3,simple
218,buendiagon,buendiagon,67.4,3,simple
219,cglaitong,cglaitong,12.299999999999997,3,simple
220,criscapunal,criscapunal,96.3,3,simple
221,csalfonsol,csalfonsol,64.3,3,simple
222,daapinzonch,daapinzonch,38.3,3,simple
223,dcastanedar,dcastanedar,93.1,3,simple
224,dieguischa,dieguischa,64.6,3,simple
225,jaasuarezvi,jaasuarezvi,67.4,3,simple
226,jdsolanos,jdsolanos,12.700000000000003,3,simple
227,tres-xxx,tres-xxx,67.4,3,simple
228,trickyjuggler,trickyjuggler,57.1,3,simple
229,BrandonAvilanR,BrandonAvilanR,0.20000000000000284,4,maps
230,DaniCastel,DaniCastel,23.400000000000006,4,maps
231,JorgeTorresC,JorgeTorresC,0.0,4,maps
232,Orloffyeah,Orloffyeah,67.4,4,maps
233,SergioLopez40,SergioLopez40,0.09999999999999432,4,maps
234,alejosaur,alejosaur,0.0,4,maps
235,anythinglord,anythinglord,0.0,4,maps
236,cglaitong,cglaitong,0.0,4,maps
237,csalfonsol,csalfonsol,9.799999999999997,4,maps
238,daapinzonch,daapinzonch,71.7,4,maps
239,jdsolanos,jdsolanos,75.1,4,maps
240,BrandonAvilanR,BrandonAvilanR,0.0,4,charts
241,alejosaur,alejosaur,0.0,4,charts
242,cglaitong,cglaitong,0.0,4,charts
243,cglaitong,cglaitong,0.0,4,charts
244,cglaitong,cglaitong,0.0,4,charts
245,cglaitong,cglaitong,0.0,4,charts
246,BrandonAvilanR,BrandonAvilanR,53.7,4,complete
247,DSFarfanF,DSFarfanF,0.0,4,complete
248,DaniCastel,DaniCastel,29.0,4,complete
249,DaveValencia,DaveValencia,0.0,4,complete
250,JorgeTorresC,JorgeTorresC,6.599999999999994,4,complete
251,Orloffyeah,Orloffyeah,21.799999999999997,4,complete
252,Saariasba,Saariasba,100.0,4,complete
253,SergioLopez40,SergioLopez40,0.09999999999999432,4,complete
254,alejosaur,alejosaur,0.0,4,complete
255,anythinglord,anythinglord,27.799999999999997,4,complete
256,buendiagon,buendiagon,0.0,4,complete
257,cglaitong,cglaitong,0.0,4,complete
258,criscapunal,criscapunal,34.7,4,complete
259,csalfonsol,csalfonsol,22.799999999999997,4,complete
260,daapinzonch,daapinzonch,50.6,4,complete
261,dcastanedar,dcastanedar,81.8,4,complete
262,dieguischa,dieguischa,0.0,4,complete
263,jaasuarezvi,jaasuarezvi,0.0,4,complete
264,jdsolanos,jdsolanos,50.6,4,complete
265,tres-xxx,tres-xxx,0.0,4,complete
266,trickyjuggler,trickyjuggler,40.9,4,complete
267,BrandonAvilanR,BrandonAvilanR,33.7,4,simple
268,DSFarfanF,DSFarfanF,0.0,4,simple
269,DaniCastel,DaniCastel,11.799999999999997,4,simple
270,DaveValencia,DaveValencia,0.0,4,simple
271,JorgeTorresC,JorgeTorresC,6.599999999999994,4,simple
272,Orloffyeah,Orloffyeah,8.400000000000006,4,simple
273,Saariasba,Saariasba,100.0,4,simple
274,SergioLopez40,SergioLopez40,0.0,4,simple
275,alejosaur,alejosaur,0.0,4,simple
276,anythinglord,anythinglord,19.0,4,simple
277,buendiagon,buendiagon,0.0,4,simple
278,cglaitong,cglaitong,0.0,4,simple
279,criscapunal,criscapunal,96.4,4,simple
280,csalfonsol,csalfonsol,21.299999999999997,4,simple
281,daapinzonch,daapinzonch,13.200000000000003,4,simple
282,dcastanedar,dcastanedar,93.5,4,simple
283,dieguischa,dieguischa,0.0,4,simple
284,jaasuarezvi,jaasuarezvi,0.0,4,simple
285,jdsolanos,jdsolanos,3.299999999999997,4,simple
286,tres-xxx,tres-xxx,0.0,4,simple
287,trickyjuggler,trickyjuggler,20.400000000000006,4,simple
