,username,hack id,repo name,time,climate dataset,extra dataset used,extra dataset list,google api,location,using JS,mashup,readme,good readme,chart,if use library,library list,error_raw,error_normal,tech_point_raw,tech_point_normal,tech_per,tech_detail,user_requirement,user_requirement_normal,user_requirement_per,user_detail,infovis,infoVis_normal,infoVis_per,infovis_detail,combined_infovis_raw,combined_infovis_norm,combined_infovis_per,novelty,novelty_normal,novelty_per,novelty_detail,total_raw,total_norm,total_norm_per,phase
147,yaochoal,unal0,IH-Project-2017-yaochoal_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],1,1,1,1,1,1,1,1,"bootstrap,d3,jquery,",0.032258064516129,96.7741935483871,9,90,85.19%,"0,1,1,1,1,1,1,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,9,186.7741935483871,70.37%,2
148,Gavnic,unal0,IH-Project-2017-Gavnic_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
149,Joacampora,unal0,IH-Project-2017-Joacampora_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
150,Ozai98,unal0,IH-Project-2017-Ozai98_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
151,nviverosb,unal0,IH-Project-2017-nviverosb_webapp_phase2,Tue Nov  7 00:39:19 2017,1,1,"Required Weather API, ",1,1,1,0,0,0,1,1,"bootstrap,jquery,",0.0197628458498023,98.02371541501977,7,70,77.78%,"1,1,1,1,0,0,0,1,1,",1,20,74.07%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,74.07%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,74.07%,3,0.6666666666666667,81.48%,"3.0,0.0,0.0,;",13,194.77733860342556,85.19%,2
152,Sariilan,unal0,IH-Project-2017-Sariilan_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
153,Alekzu,unal0,IH-Project-2017-Alekzu_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
154,vvargasd,unal0,IH-Project-2017-vvargasd_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
155,biherrerap,unal0,IH-Project-2017-biherrerap_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
156,bfprietoc,unal0,IH-Project-2017-bfprietoc_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
157,LauraMolina,unal0,IH-Project-2017-LauraMolina_webapp_phase2,Tue Nov  7 00:39:19 2017,0,1,"Fire Department Directory for New York State, ",0,1,1,0,0,0,1,1,"bootstrap,font-awesome,jquery,",0.0155642023346303,98.44357976653696,5,50,66.67%,"0,0,1,1,0,0,0,1,1,",1,20,74.07%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,96.3%,"2.0,0.0,2.0,0.0,0.0,0.0,",5,21.73913043478261,96.3%,1,0.2222222222222222,77.78%,"1.0,0.0,0.0,;",11,192.1440628583244,77.78%,2
158,Acreed21,unal0,IH-Project-2017-Acreed21_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],1,1,1,1,0,0,1,1,"bootstrap,jquery,",0.0256410256410256,97.43589743589745,7,70,74.07%,"0,1,1,1,1,0,0,1,1,",1,20,74.07%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,74.07%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,74.07%,0,0.0,0.0%,,10,193.52285395763656,81.48%,2
159,Camiioo,unal0,IH-Project-2017-Camiioo_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
160,frnkbs,unal0,IH-Project-2017-frnkbs_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
161,Jfcastroh,unal0,IH-Project-2017-Jfcastroh_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
162,evilcucaracha,unal1,IH-Project-2017-evilcucaracha_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],1,0,1,0,1,1,1,1,"bootstrap,animate,jquery,",0.0647773279352226,93.52226720647774,7,70,70.37%,"0,1,0,1,0,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,0,0.0,0.0%,,10,189.60922372821688,70.37%,2
163,JulianM96,unal1,IH-Project-2017-JulianM96_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],1,0,1,1,0,0,1,1,"bootstrap,",0.0582959641255605,94.17040358744396,6,60,55.56%,"0,1,0,1,1,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,0,0.0,0.0%,,9,180.25736010918308,59.26%,2
164,Saariasba,unal1,IH-Project-2017-Saariasba_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,1,"bootstrap,",0.0735294117647058,92.64705882352942,4,40,40.74%,"0,0,0,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,44.44%,0,0.0,0.0%,,5,141.34271099744245,44.44%,2
165,tres-iqus,unal1,IH-Project-2017-tres-iqus_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,0,0,0,0,0,0,,0.0,100.0,1,10,0.0%,"0,0,0,0,0,0,0,0,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,1,110.0,0.0%,2
166,cglaitong,unal1,IH-Project-2017-cglaitong_webapp_phase2,Tue Nov  7 00:39:19 2017,1,6,"New York State Career Centers, Required Weather API, New York City Museums, New York City Art Galleries, Directory Of DCP Offices, New York City Locations Providing Seasonal Flu Vaccinations, ",1,1,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.0036563071297989,99.6343692870201,9,90,92.59%,"1,1,1,1,0,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,92.59%,"1.0,0.0,1.0,1.0,1.0,0.0,",5,21.73913043478261,92.59%,18,4.0,92.59%,"3.0,0.0,0.0,;3.0,0.0,0.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;0.0,0.0,0.0,;1.0,1.0,2.0,;",32,237.1126301565853,92.59%,2
167,DaniCastel,unal1,IH-Project-2017-DaniCastel_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],1,1,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.0035714285714285,99.64285714285714,8,80,81.48%,"0,1,1,1,0,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,0,0.0,0.0%,,11,205.72981366459624,81.48%,2
168,BrandonAvilanR,unal1,IH-Project-2017-BrandonAvilanR_webapp_phase2,Tue Nov  7 00:39:19 2017,0,3,"New York City Museums, Fire Department Directory for New York State, New York City Art Galleries, ",1,1,1,1,0,0,1,1,"bootstrap,animate,font-awesome,jquery,",0.0033557046979865,99.66442953020132,7,70,74.07%,"0,1,1,1,1,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,3,0.6666666666666667,77.78%,"1.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;",13,196.41805271860716,74.07%,2
169,alejosaur,unal1,IH-Project-2017-alejosaur_webapp_phase2,Tue Nov  7 00:39:19 2017,1,5,"Required Weather API, New York City Locations Providing Seasonal Flu Vaccinations, New York City Museums, Bicycle Routes Across New York State: Map, New York City Art Galleries, ",1,1,1,1,1,1,1,1,"bootstrap,d3,animate,jquery,",0.0301204819277108,96.98795180722892,10,100,96.3%,"1,1,1,1,1,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,92.59%,"1.0,0.0,1.0,1.0,1.0,0.0,",5,21.73913043478261,92.59%,24,5.333333333333334,96.3%,"3.0,2.0,1.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;3.0,1.0,2.0,;1.0,1.0,2.0,;",39,245.79954601012747,96.3%,2
170,jaasuarezvi,unal1,IH-Project-2017-jaasuarezvi_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
171,jdsolanos,unal1,IH-Project-2017-jdsolanos_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],1,1,1,0,0,0,1,1,"bootstrap,",0.0114942528735632,98.85057471264368,6,60,62.96%,"0,1,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,48.15%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,48.15%,0,0.0,0.0%,,8,176.24187906046976,55.56%,2
172,DavidsMartinez,unal1,IH-Project-2017-DavidsMartinez_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
173,Biopeligro,unal1,IH-Project-2017-Biopeligro_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
174,garayf,unal1,IH-Project-2017-garayf_webapp_phase2,Tue Nov  7 00:39:19 2017,0,1,"New York City Museums, ",1,1,1,0,0,0,1,1,"bootstrap,jquery,",0.0119904076738609,98.8009592326139,6,60,59.26%,"0,1,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,4,0.8888888888888888,85.19%,"1.0,1.0,2.0,;",13,185.77680464324192,66.67%,2
175,jaleonro,unal1,IH-Project-2017-jaleonro_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],1,1,1,1,1,1,1,1,"bootstrap,jquery,",0.0114942528735632,98.85057471264368,9,90,88.89%,"0,1,1,1,1,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,0,0.0,0.0%,,12,214.9375312343828,88.89%,2
176,facuellarg,unal1,IH-Project-2017-facuellarg_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
177,Caadiazsi,unal1,IH-Project-2017-Caadiazsi_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],1,1,1,0,0,0,1,1,"bootstrap,d3,jquery,",0.00625,99.375,6,60,66.67%,"0,1,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"0.0,0.0,0.0,1.0,1.0,0.0,",3,13.043478260869565,51.85%,0,0.0,0.0%,,9,185.46195652173915,62.96%,2
178,sebcamacho1703,unal1,IH-Project-2017-sebcamacho1703_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
179,xFortich,unal1,IH-Project-2017-xFortich_webapp_phase2,Tue Nov  7 00:39:19 2017,0,1,"Zillow Home Value Searching API, ",1,1,1,0,1,1,1,1,"bootstrap,animate,jquery,",0.002092050209205,99.7907949790795,8,80,85.19%,"0,1,1,1,0,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,3,0.6666666666666667,77.78%,"3.0,0.0,0.0,;",14,206.54441816748528,85.19%,2
180,Gusgal03,unal1,IH-Project-2017-Gusgal03_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
181,Juankmilo97,unal1,IH-Project-2017-Juankmilo97_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,1,1,0,0,0,1,1,"bootstrap,jquery,",0.0194174757281553,98.05825242718448,5,50,51.85%,"0,0,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,0,0.0,0.0%,,8,174.1452089489236,51.85%,2
182,alebautis,unal1,IH-Project-2017-alebautis_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
183,sarguellesr,unal1,IH-Project-2017-sarguellesr_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
184,davideperdomo,unal1,IH-Project-2017-davideperdomo_webapp_phase2,Tue Nov  7 00:39:19 2017,0,2,"Housing New York Units by Building, Air Quality, ",0,1,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.0020120724346076,99.79879275653924,7,70,77.78%,"0,0,1,1,0,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,5,1.1111111111111112,88.89%,"1.0,1.0,1.0,;2.0,0.0,0.0,;",15,196.99686038938947,77.78%,2
185,JamerMejiaGarcia,unal1,IH-Project-2017-JamerMejiaGarcia_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
186,nikolasto,unal1,IH-Project-2017-nikolasto_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,1,"bootstrap,",0.0194174757281553,98.05825242718448,4,40,44.44%,"0,0,0,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,0,0.0,0.0%,,7,164.1452089489236,48.15%,2
187,gahormigag,unal1,IH-Project-2017-gahormigag_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,2
188,ayperezc,unal1,IH-Project-2017-ayperezc_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,1,"bootstrap,d3,jquery,",0.0055865921787709,99.4413407821229,4,40,48.15%,"0,0,0,1,0,0,0,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,4,139.4413407821229,40.74%,2
189,anferoar96,unal2,IH-Project-2017-anferoar96_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],1,1,1,1,1,1,1,1,"bootstrap,jquery,",0.0673076923076923,93.26923076923076,9,90,77.78%,"0,1,1,1,1,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,0,0.0,0.0%,,12,209.3561872909699,74.07%,2
190,StevenEsmar,unal2,IH-Project-2017-StevenEsmar_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,2
191,dcastanedar,unal2,IH-Project-2017-dcastanedar_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,2
192,trickyjuggler,unal2,IH-Project-2017-trickyjuggler_webapp_phase2,Tue Nov  7 00:39:19 2017,0,4,"New York City Museums, Fire Department Directory for New York State, New York City Art Galleries, School Safety Report, ",1,1,1,1,1,1,1,1,"bootstrap,jquery,",0.0,100.0,9,90,92.59%,"0,1,1,1,1,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,12,2.666666666666667,96.3%,"1.0,1.0,1.0,;1.0,1.0,1.0,;1.0,1.0,1.0,;1.0,1.0,1.0,;",24,218.75362318840575,88.89%,2
193,DaveValencia,unal2,IH-Project-2017-DaveValencia_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,2
194,csalfonsol,unal2,IH-Project-2017-csalfonsol_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],1,1,1,1,1,1,1,1,"bootstrap,animate,jquery,",0.014388489208633,98.56115107913668,9,90,85.19%,"0,1,1,1,1,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,88.89%,"1.0,0.0,1.0,1.0,0.0,0.0,",4,17.391304347826086,88.89%,0,0.0,0.0%,,13,223.34375977478885,92.59%,2
195,tres-xxx,unal2,IH-Project-2017-tres-xxx_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,2
196,buendiagon,unal2,IH-Project-2017-buendiagon_webapp_phase2,Tue Nov  7 00:39:19 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,2
197,DSFarfanF,unal2,IH-Project-2017-DSFarfanF_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,2
198,jssanchezo,unal2,IH-Project-2017-jssanchezo_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,2
199,bsdiaza,unal2,IH-Project-2017-bsdiaza_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,2
200,casc3798,unal2,IH-Project-2017-casc3798_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,[],1,1,1,0,1,1,1,1,"bootstrap,jquery,",0.0049504950495049,99.5049504950495,8,80,70.37%,"0,1,1,1,0,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,0,0.0,0.0%,,11,205.59190701678864,66.67%,2
