,username,hack id,repo name,time,climate dataset,extra dataset used,extra dataset list,google api,location,using JS,mashup,readme,good readme,chart,if use library,library list,error_raw,error_normal,tech_point_raw,tech_point_normal,tech_per,tech_detail,user_requirement,user_requirement_normal,user_requirement_per,user_detail,infovis,infoVis_normal,infoVis_per,infovis_detail,combined_infovis_raw,combined_infovis_norm,combined_infovis_per,novelty,novelty_normal,novelty_per,novelty_detail,total_raw,total_norm,total_norm_per,phase
201,jsalcinar,unal2,IH-Project-2017-jsalcinar_webapp_phase2,Tue Nov  7 00:39:20 2017,0,1,"Total Housing Units By Occupancy Status And Tenure By Borough, ",1,0,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.0130718954248366,98.69281045751634,7,70,59.26%,"0,1,0,1,0,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,2,0.4444444444444444,77.78%,"2.0,0.0,0.0,;",12,195.22421142369996,55.56%,2
202,Anvido,unal2,IH-Project-2017-Anvido_webapp_phase2,Tue Nov  7 00:39:20 2017,1,4,"Required Weather API, New York City Museums, Fire Department Directory for New York State, New York City Art Galleries, ",1,1,1,1,1,1,1,1,"materialize,jquery,",0.0097560975609756,99.02439024390245,10,100,96.3%,"1,1,1,1,1,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,6,1.3333333333333337,88.89%,"3.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;",19,226.4446800989749,96.3%,2
203,Jufcardenasmo,unal2,IH-Project-2017-Jufcardenasmo_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,[],1,1,1,0,0,0,1,1,"bootstrap,",0.1058823529411764,89.41176470588236,6,60,48.15%,"0,1,1,1,0,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,40.74%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,40.74%,0,0.0,0.0%,,8,166.80306905370847,40.74%,2
204,federgolo,unal2,IH-Project-2017-federgolo_webapp_phase2,Tue Nov  7 00:39:20 2017,0,1,"New York City Museums, ",0,1,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.0091324200913242,99.08675799086758,7,70,62.96%,"0,0,1,1,0,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,88.89%,"1.0,0.0,1.0,1.0,0.0,0.0,",4,17.391304347826086,88.89%,1,0.2222222222222222,74.07%,"1.0,0.0,0.0,;",12,204.091588908742,62.96%,2
205,serbatero,unal2,IH-Project-2017-serbatero_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,[],1,1,1,0,0,0,1,1,"bootstrap,animate,jquery,",0.0145631067961165,98.54368932038837,6,60,51.85%,"0,1,1,1,0,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,0,0.0,0.0%,,9,184.63064584212748,51.85%,2
206,GabrielUnal,unal2,IH-Project-2017-GabrielUnal_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,2
207,diefrodriguezcha,unal2,IH-Project-2017-diefrodriguezcha_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,[],0,1,1,0,0,0,1,1,"bootstrap,jquery,",0.0085836909871244,99.14163090128756,5,50,44.44%,"0,0,1,1,0,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,0,0.0,0.0%,,8,175.22858742302668,48.15%,2
208,adcorredorm,unal2,IH-Project-2017-adcorredorm_webapp_phase2,Tue Nov  7 00:39:20 2017,1,1,"Required Weather API, ",1,1,1,1,0,0,1,1,"bootstrap,d3,jquery,",0.0488505747126436,95.11494252873564,8,80,66.67%,"1,1,1,1,1,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,3,0.6666666666666667,81.48%,"3.0,0.0,0.0,;",14,201.86856571714145,59.26%,2
209,jdgaitanf,unal2,IH-Project-2017-jdgaitanf_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,[],1,0,1,0,0,0,1,1,"bootstrap,jquery,",0.0710382513661202,92.89617486338798,5,50,40.74%,"0,1,0,1,0,0,0,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,0,0.0,0.0%,,8,168.9831313851271,44.44%,2
210,pahigueraf,unal2,IH-Project-2017-pahigueraf_webapp_phase2,Tue Nov  7 00:39:20 2017,0,2,"New York State Career Centers, Fire Department Directory for New York State, ",1,1,1,1,1,1,1,1,"bootstrap,font-awesome,jquery,",0.0074441687344913,99.25558312655087,9,90,88.89%,"0,1,1,1,1,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,10,2.2222222222222223,92.59%,"3.0,1.0,2.0,;1.0,1.0,2.0,;",22,217.56476187051223,85.19%,2
211,RafaelCruz15,unal2,IH-Project-2017-RafaelCruz15_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,[],1,1,1,1,1,1,1,1,"bootstrap,",0.0196078431372549,98.0392156862745,9,90,81.48%,"0,1,1,1,1,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,0,0.0,0.0%,,12,214.12617220801363,81.48%,2
212,gimg1859,unal2,IH-Project-2017-gimg1859_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,2
213,jannMorenoJ,unal2,IH-Project-2017-jannMorenoJ_webapp_phase2,Tue Nov  7 00:39:20 2017,0,1,"Zillow Home Value Searching API, ",1,1,1,0,1,1,1,1,"bootstrap,jquery,",0.0,100.0,8,80,74.07%,"0,1,1,1,0,1,1,1,1,",1,20,40.74%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,44.44%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,44.44%,4,0.8888888888888888,85.19%,"3.0,1.0,0.0,;",15,206.975845410628,70.37%,2
214,dahrojasca,unal2,IH-Project-2017-dahrojasca_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,2
215,FredyRosero,unal2,IH-Project-2017-FredyRosero_webapp_phase2,Tue Nov  7 00:39:20 2017,0,0,[],1,1,1,0,0,0,1,1,"jquery,",0.0043859649122807,99.56140350877192,6,60,55.56%,"0,1,1,1,0,0,0,1,1,",2,40,96.3%,"1.0,1.0,0.0,0.0,0.0,",4,22.22222222222222,96.3%,"1.0,1.0,0.0,1.0,1.0,0.0,",6,26.08695652173913,96.3%,0,0.0,0.0%,,12,211.7353165522502,77.78%,2
216,mdecloedt,honors0,IH-Project-2017-mdecloedt_webapp_phase3,Wed Nov 15 19:18:47 2017,1,2,"Required Weather API, Zillow Home Value Searching API, ",1,1,1,0,1,1,1,1,"jquery,bootstrap,angular,",0.0375,96.25,9,90,70.37%,"1,1,1,1,0,1,1,1,1,",4,80,96.3%,"1.0,1.0,1.0,1.0,0.0,",5,27.77777777777778,96.3%,"1.0,1.0,1.0,1.0,0.0,1.0,",9,39.130434782608695,96.3%,7,1.5555555555555556,81.48%,"3.0,1.0,0.0,;3.0,0.0,0.0,;",25,266.0664251207729,96.3%,3
217,Jordan-Loeser,honors0,IH-Project-2017-Jordan-Loeser_webapp_phase3,Wed Nov 15 19:18:47 2017,1,2,"Required Weather API, Zillow Home Value Searching API, ",1,1,1,0,1,1,1,1,"jquery,d3,",0.0125448028673835,98.74551971326166,9,90,81.48%,"1,1,1,1,0,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,81.48%,"2.0,0.0,1.0,0.0,0.0,1.0,",5,21.73913043478261,81.48%,8,1.7777777777777777,88.89%,"3.0,1.0,1.0,;3.0,0.0,0.0,;",22,234.00155836060463,88.89%,3
218,LukasMMarinovic,honors0,IH-Project-2017-LukasMMarinovic_webapp_phase3,Wed Nov 15 19:18:47 2017,1,1,"Required Weather API, ",1,0,1,1,0,0,1,1,"jquery,d3,bootstrap,animate,",0.0407407407407407,95.92592592592592,7,70,37.04%,"1,1,0,1,1,0,0,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,22.22%,3,0.6666666666666667,44.44%,"3.0,0.0,0.0,;",13,192.6795491143317,37.04%,3
219,whipplem123,honors0,IH-Project-2017-whipplem123_webapp_phase3,Wed Nov 15 19:18:47 2017,0,0,[],1,1,1,1,1,1,1,1,"three,",0.017391304347826,98.2608695652174,9,90,77.78%,"0,1,1,1,1,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,22.22%,0,0.0,0.0%,,12,214.3478260869565,66.67%,3
220,SionHu,honors0,IH-Project-2017-SionHu_webapp_phase3,Wed Nov 15 19:18:47 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,3
221,jmamaril25,honors0,IH-Project-2017-jmamaril25_webapp_phase3,Wed Nov 15 19:18:47 2017,1,7,"Required Weather API, New York State Career Centers, New York City Farmers Markets, School Safety Report, Zillow Home Value Searching API, New York City Museums, Air Quality, ",1,1,1,1,1,1,1,1,"jquery,materialize,d3,",0.0022573363431151,99.77426636568848,10,100,96.3%,"1,1,1,1,1,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,81.48%,"2.0,0.0,2.0,0.0,0.0,0.0,",5,21.73913043478261,81.48%,15,3.333333333333333,96.3%,"2.0,0.0,0.0,;2.0,0.0,0.0,;1.0,0.0,0.0,;3.0,0.0,0.0,;3.0,0.0,0.0,;1.0,0.0,0.0,;3.0,0.0,0.0,;",30,246.5858605685871,92.59%,3
222,lennwgs,honors0,IH-Project-2017-lennwgs_webapp_phase3,Wed Nov 15 19:18:47 2017,0,0,[],1,1,1,1,0,0,1,1,"bootstrap,",0.0208333333333333,97.91666666666666,7,70,40.74%,"0,1,1,1,1,0,0,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,22.22%,0,0.0,0.0%,,10,194.00362318840575,40.74%,3
223,viswapurdue,honors0,IH-Project-2017-viswapurdue_webapp_phase3,Wed Nov 15 19:18:47 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,3
224,CampbellC2,honors0,IH-Project-2017-CampbellC2_webapp_phase3,Wed Nov 15 19:18:47 2017,0,0,[],0,0,1,0,0,0,1,1,"ember,d3,animate,",0.0932475884244373,90.67524115755629,4,40,22.22%,"0,0,0,1,0,0,0,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,22.22%,0,0.0,0.0%,,7,156.7621976792954,22.22%,3
225,noah-curran,honors0,IH-Project-2017-noah-curran_webapp_phase3,Wed Nov 15 19:18:47 2017,1,1,"Required Weather API, ",1,1,1,0,0,0,1,1,"font-awesome,animate,",0.0084388185654008,99.15611814345992,7,70,44.44%,"1,1,1,1,0,0,0,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,22.22%,3,0.6666666666666667,44.44%,"3.0,0.0,0.0,;",13,195.9097413318657,44.44%,3
226,laurenjank,honors0,IH-Project-2017-laurenjank_webapp_phase3,Wed Nov 15 19:18:47 2017,0,0,[],1,1,1,1,0,0,1,1,"jquery,",0.0521739130434782,94.78260869565216,7,70,33.33%,"0,1,1,1,1,0,0,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,22.22%,0,0.0,0.0%,,10,190.8695652173913,29.63%,3
227,bzin22,honors0,IH-Project-2017-bzin22_webapp_phase3,Wed Nov 15 19:18:47 2017,1,5,"Required Weather API, New York City Farmers Markets, New York City Art Galleries, DOHMH New York City Restaurant Inspection Results, Bank-Owned ATM Locations in New York State, ",1,1,1,1,0,0,1,1,"jquery,materialize,animate,",0.0422885572139303,95.77114427860695,8,80,55.56%,"1,1,1,1,1,0,0,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,22.22%,10,2.2222222222222223,92.59%,"2.0,0.0,0.0,;2.0,0.0,0.0,;2.0,0.0,0.0,;3.0,0.0,0.0,;1.0,0.0,0.0,;",21,204.08032302256836,55.56%,3
228,AkaGar,honors0,IH-Project-2017-AkaGar_webapp_phase3,Wed Nov 15 19:18:47 2017,0,3,"Neighborhood Tabulation Areas, Housing New York Units by Building, Local Area Unemployment Statistics (LAUS) Seasonally Adjusted Data: Beginning 1976, ",1,1,1,0,1,1,1,1,"three,jquery,react,d3,bootstrap,",0.0465116279069767,95.34883720930232,8,80,51.85%,"0,1,1,1,0,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,22.22%,3,0.6666666666666667,44.44%,"0.0,0.0,0.0,;2.0,0.0,0.0,;1.0,0.0,0.0,;",14,202.1024603977081,51.85%,3
229,matson3,honors0,IH-Project-2017-matson3_webapp_phase3,Wed Nov 15 19:18:47 2017,1,1,"Required Weather API, ",1,1,1,0,1,1,1,1,"jquery,d3,bootstrap,",0.0018382352941176,99.81617647058825,9,90,85.19%,"1,1,1,1,0,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,22.22%,5,1.1111111111111112,74.07%,"3.0,1.0,1.0,;",17,217.01424410343847,70.37%,3
230,ecottle,honors0,IH-Project-2017-ecottle_webapp_phase3,Wed Nov 15 19:18:47 2017,1,1,"Required Weather API, ",1,1,1,0,1,1,1,1,"jquery,",0.1134020618556701,88.65979381443299,9,90,59.26%,"1,1,1,1,0,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,22.22%,3,0.6666666666666667,44.44%,"3.0,0.0,0.0,;",15,205.4134170028388,59.26%,3
231,littlex2015,honors0,IH-Project-2017-littlex2015_webapp_phase3,Wed Nov 15 19:18:47 2017,1,1,"Required Weather API, ",1,1,1,0,1,1,1,0,,0.0833333333333333,91.66666666666666,8,80,48.15%,"1,1,1,1,0,1,1,1,0,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,22.22%,3,0.6666666666666667,44.44%,"3.0,0.0,0.0,;",14,198.42028985507244,48.15%,3
232,shivans,honors0,IH-Project-2017-shivans_webapp_phase3,Wed Nov 15 19:18:47 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,3
233,nbraunec,honors0,IH-Project-2017-nbraunec_webapp_phase3,Wed Nov 15 19:18:47 2017,1,2,"Required Weather API, Zillow Home Value Searching API, ",1,1,1,1,0,0,1,1,"jquery,d3,",0.0022222222222222,99.77777777777776,8,80,62.96%,"1,1,1,1,1,0,0,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,81.48%,"2.0,0.0,2.0,0.0,0.0,0.0,",5,21.73913043478261,81.48%,6,1.3333333333333337,77.78%,"3.0,0.0,0.0,;3.0,0.0,0.0,;",19,224.58937198067636,77.78%,3
234,sanjitsama,honors0,IH-Project-2017-sanjitsama_webapp_phase3,Wed Nov 15 19:18:47 2017,0,0,[],0,0,1,0,0,0,1,1,"font-awesome,jquery,d3,bootstrap,animate,",0.0212014134275618,97.87985865724382,4,40,25.93%,"0,0,0,1,0,0,0,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,22.22%,0,0.0,0.0%,,7,163.96681517898293,25.93%,3
235,Ilyumzhinov,honors0,IH-Project-2017-Ilyumzhinov_webapp_phase3,Wed Nov 15 19:18:47 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,3
236,hihms,honors0,IH-Project-2017-hihms_webapp_phase3,Wed Nov 15 19:18:47 2017,0,1,"Required Weather API, ",0,1,1,0,0,0,1,1,"jquery,d3,bootstrap,",0.0154639175257731,98.4536082474227,5,50,29.63%,"0,0,1,1,0,0,0,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,81.48%,"2.0,0.0,2.0,0.0,0.0,0.0,",5,21.73913043478261,81.48%,3,0.6666666666666667,44.44%,"3.0,0.0,0.0,;",13,192.59853578365457,33.33%,3
237,snugghash,honors0,IH-Project-2017-snugghash_webapp_phase3,Wed Nov 15 19:18:47 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,3
238,zhao744,honors0,IH-Project-2017-zhao744_webapp_phase3,Wed Nov 15 19:18:47 2017,1,1,"Required Weather API, ",1,1,1,1,1,1,1,1,"jquery,d3,bootstrap,",0.009933774834437,99.00662251655628,10,100,88.89%,"1,1,1,1,1,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,22.22%,3,0.6666666666666667,44.44%,"3.0,0.0,0.0,;",16,225.76024570496207,81.48%,3
239,aclipfel,honors0,IH-Project-2017-aclipfel_webapp_phase3,Wed Nov 15 19:18:47 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,3
240,ko68,honors0,IH-Project-2017-ko68_webapp_phase3,Wed Nov 15 19:18:47 2017,1,4,"Required Weather API, Housing New York Units by Building, Total Housing Units By Occupancy Status And Tenure By Borough, New York City Leading Causes of Death, ",1,1,1,1,1,1,1,1,"jquery,d3,bootstrap,",0.005813953488372,99.4186046511628,10,100,92.59%,"1,1,1,1,1,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,22.22%,7,1.5555555555555556,81.48%,"2.0,0.0,0.0,;3.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;",20,227.06111672845748,85.19%,3
241,GeoffYart,honors0,IH-Project-2017-GeoffYart_webapp_phase3,Wed Nov 15 19:18:47 2017,0,0,[],1,1,1,1,1,1,1,1,"jquery,d3,bootstrap,",0.05,95.0,9,90,66.67%,"0,1,1,1,1,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,22.22%,0,0.0,0.0%,,12,211.08695652173915,62.96%,3
242,gshowal,honors0,IH-Project-2017-gshowal_webapp_phase3,Wed Nov 15 19:18:47 2017,1,1,"Required Weather API, ",1,1,1,0,1,1,1,1,"jquery,bootstrap,",0.0205479452054794,97.94520547945206,9,90,74.07%,"1,1,1,1,0,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,77.78%,"1.0,1.0,1.0,0.0,0.0,0.0,",4,17.391304347826086,77.78%,3,0.6666666666666667,44.44%,"3.0,0.0,0.0,;",16,223.3944808417709,74.07%,3
243,Nigogu,unal0,IH-Project-2017-Nigogu_webapp_phase3,Wed Nov 15 19:18:47 2017,0,1,"Zillow Home Value Searching API, ",1,1,1,1,1,1,1,1,"jquery,bootstrap,",0.0098360655737704,99.01639344262296,9,90,92.59%,"0,1,1,1,1,1,1,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,3,0.6666666666666667,85.19%,"3.0,0.0,0.0,;",15,215.77001663102877,88.89%,3
244,Daryhez,unal0,IH-Project-2017-Daryhez_webapp_phase3,Wed Nov 15 19:18:47 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,3
245,daapinzonch,unal0,IH-Project-2017-daapinzonch_webapp_phase3,Wed Nov 15 19:18:47 2017,0,1,"Housing New York Units by Building, ",1,0,1,0,0,0,1,1,"jquery,d3,bootstrap,",0.0,100.0,5,50,59.26%,"0,1,0,1,0,0,0,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,51.85%,1,0.2222222222222222,74.07%,"1.0,0.0,0.0,;",9,176.30917874396135,62.96%,3
246,fewilchesc,unal0,IH-Project-2017-fewilchesc_webapp_phase3,Wed Nov 15 19:18:47 2017,0,0,[],0,0,0,0,0,0,0,0,,0.0,100.0,1,10,0.0%,"0,0,0,0,0,0,0,0,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,1,110.0,0.0%,3
247,JorgeTorresC,unal0,IH-Project-2017-JorgeTorresC_webapp_phase3,Wed Nov 15 19:18:47 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,3
248,anythinglord,unal0,IH-Project-2017-anythinglord_webapp_phase3,Wed Nov 15 19:18:47 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,3.7%,3
249,criscapunal,unal0,IH-Project-2017-criscapunal_webapp_phase3,Wed Nov 15 19:18:47 2017,0,1,"Housing New York Units by Building, ",1,1,1,0,1,1,1,1,"jquery,bootstrap,",0.018450184501845,98.1549815498155,8,80,81.48%,"0,1,1,1,0,1,1,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,44.44%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,48.15%,1,0.2222222222222222,74.07%,"1.0,0.0,0.0,;",11,195.7685081198638,77.78%,3
250,dieguischa,unal0,IH-Project-2017-dieguischa_webapp_phase3,Wed Nov 15 19:18:47 2017,1,7,"Required Weather API, Bank-Owned ATM Locations in New York State, New York City Population By Community Districts, Bicycle Routes Across New York State: Map, Facilities Licensed by the Department of Motor Vehicles (DMV), New York City Museums, New York City Art Galleries, ",1,1,1,1,0,0,1,1,"ember,jquery,d3,bootstrap,",0.0035335689045936,99.64664310954063,8,80,85.19%,"1,1,1,1,1,0,0,1,1,",1,20,48.15%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,88.89%,"2.0,0.0,2.0,0.0,0.0,0.0,",5,21.73913043478261,88.89%,21,4.666666666666667,96.3%,"1.0,1.0,2.0,;1.0,1.0,2.0,;3.0,0.0,0.0,;1.0,1.0,2.0,;1.0,0.0,0.0,;2.0,0.0,0.0,;3.0,0.0,0.0,;",34,227.7915706457725,92.59%,3
